-DOCSTART- -X- -X- O
the DT DT O
delivery NN NN O
of IN IN O
movable JJ JJ O
property NN NN O
in IN IN O
execution NN NN O
of IN IN O
a DT DT O
decree NN NN O
as IN IN O
if IN IN O
the DT DT O
Financial NNP NNP O
Corporation NNP NNP O
were VBD VBD O
the DT DT O
decree-holder JJ JJ O
. . . O
( ( ( O
9 CD CD O
) ) ) O
Any DT DT O
party NN NN O
aggrieved VBN VBN O
by IN IN O
an DT DT O
order NN NN O
under IN IN O
sub-section NN NN O
( ( ( O
5 CD CD O
) ) ) O
or CC CC O
sub-section JJ JJ O
( ( ( O
7 CD CD O
) ) ) O
may MD MD O
within IN IN O
thirty CD CD O
days NNS NNS O
from IN IN O
the DT DT O
date NN NN O
of IN IN O
the DT DT O
order NN NN O
appeal NN NN O
to TO TO O
the DT DT O
High NNP NNP O
Court NNP NNP O
and CC CC O
upon IN IN O
such JJ JJ O
appeal NN NN O
the DT DT O
High NNP NNP O
Court NNP NNP O
may MD MD O
after IN IN O
hearing VBG VBG O
the DT DT O
parties NNS NNS O
pass VBP VBP O
such JJ JJ O
orders NNS NNS O
thereon NN NN O
as IN IN O
it PRP PRP O
thinks VBZ VBZ O
proper JJ JJ O
. . . O
( ( ( O
10 CD CD O
) ) ) O
Where WRB WRB O
proceedings NNS NNS O
for IN IN O
liquidation NN NN O
in IN IN O
respect NN NN O
of IN IN O
an DT DT O
industrial JJ JJ O
concern NN NN O
have VBP VBP O
commenced VBN VBN O
before IN IN O
an DT DT O

may MD MD O
within IN IN O
thirty CD CD O
days NNS NNS O
from IN IN O
the DT DT O
date NN NN O
of IN IN O
the DT DT O
order NN NN O
appeal NN NN O
to TO TO O
the DT DT O
High NNP NNP O
Court NNP NNP O
and CC CC O
upon IN IN O
such JJ JJ O
appeal NN NN O
the DT DT O
High NNP NNP O
Court NNP NNP O
may MD MD O
after IN IN O
hearing VBG VBG O
the DT DT O
parties NNS NNS O
pass VBP VBP O
such JJ JJ O
orders NNS NNS O
thereon NN NN O
as IN IN O
it PRP PRP O
thinks VBZ VBZ O
proper JJ JJ O
. . . O
( ( ( O
10 CD CD O
) ) ) O
Where WRB WRB O
proceedings NNS NNS O
for IN IN O
liquidation NN NN O
in IN IN O
respect NN NN O
of IN IN O
an DT DT O
industrial JJ JJ O
concern NN NN O
have VBP VBP O
commenced VBN VBN O
before IN IN O
an DT DT O
application NN NN O
is VBZ VBZ O
made VBN VBN O
under IN IN O
sub-section NN NN O
( ( ( O
1 CD CD O
) ) ) O
of IN IN O
Section NN NN I-LC
31 CD CD I-LC
nothing NN NN O
in IN IN O
this DT DT O
section NN NN O
shall MD MD O
be VB VB O
construed VBN VBN O
as IN IN O
giving VBG VBG O
to TO TO O
the DT DT O
Financial NNP NNP O
Corporation NNP NNP O
any DT DT O
preference NN NN O
over IN IN O
the DT DT O
other JJ JJ O
creditors NNS NNS O
of IN IN O
the DT DT O
industrial JJ JJ O
concern NN NN O
not RB RB O
conferred VBD VBD O
on IN IN O
it PRP PRP O
by IN IN O
any DT DT O
other JJ JJ O
law NN NN O
. . . O
( ( ( O
11 CD CD O
) ) ) O
The DT DT O
functions NNS NNS O
of IN IN O
a DT DT O
district NN NN O
Judge NNP NNP O
under IN IN O
this DT DT O
section NN NN O

application NN NN O
is VBZ VBZ O
made VBN VBN O
under IN IN O
sub-section NN NN O
( ( ( O
1 CD CD O
) ) ) O
of IN IN O
Section NN NN I-LC
31 CD CD I-LC
nothing NN NN O
in IN IN O
this DT DT O
section NN NN O
shall MD MD O
be VB VB O
construed VBN VBN O
as IN IN O
giving VBG VBG O
to TO TO O
the DT DT O
Financial NNP NNP O
Corporation NNP NNP O
any DT DT O
preference NN NN O
over IN IN O
the DT DT O
other JJ JJ O
creditors NNS NNS O
of IN IN O
the DT DT O
industrial JJ JJ O
concern NN NN O
not RB RB O
conferred VBD VBD O
on IN IN O
it PRP PRP O
by IN IN O
any DT DT O
other JJ JJ O
law NN NN O
. . . O
( ( ( O
11 CD CD O
) ) ) O
The DT DT O
functions NNS NNS O
of IN IN O
a DT DT O
district NN NN O
Judge NNP NNP O
under IN IN O
this DT DT O
section NN NN O
shall MD MD O
be VB VB O
exercisable JJ JJ O
- : : O
( ( ( O
a DT DT O
) ) ) O
in IN IN O
a DT DT O
presidency NN NN O
town NN NN O
where WRB WRB O
there EX EX O
is VBZ VBZ O
a DT DT O
city NN NN O
civil JJ JJ O
Court NNP NNP O
having VBG VBG O
jurisdiction NN NN O
by IN IN O
a DT DT O
judge NN NN O
of IN IN O
that DT DT O
Court NNP NNP O
and CC CC O
in IN IN O
the DT DT O
absence NN NN O
of IN IN O
such JJ JJ O
Court NNP NNP O
by IN IN O
the DT DT O
High NNP NNP O
Court NNP NNP O
; : : O
and CC CC O
( ( ( O
b SYM SYM O
) ) ) O
elsewhere RB RB O
also RB RB O
by IN IN O
an DT DT O
additional JJ JJ O
district NN NN O
judge NN NN O
or CC CC O
by IN IN O
any DT DT O
judge NN NN O
of IN IN O
the DT DT O
principal JJ JJ O

shall MD MD O
be VB VB O
exercisable JJ JJ O
- : : O
( ( ( O
a DT DT O
) ) ) O
in IN IN O
a DT DT O
presidency NN NN O
town NN NN O
where WRB WRB O
there EX EX O
is VBZ VBZ O
a DT DT O
city NN NN O
civil JJ JJ O
Court NNP NNP O
having VBG VBG O
jurisdiction NN NN O
by IN IN O
a DT DT O
judge NN NN O
of IN IN O
that DT DT O
Court NNP NNP O
and CC CC O
in IN IN O
the DT DT O
absence NN NN O
of IN IN O
such JJ JJ O
Court NNP NNP O
by IN IN O
the DT DT O
High NNP NNP O
Court NNP NNP O
; : : O
and CC CC O
( ( ( O
b SYM SYM O
) ) ) O
elsewhere RB RB O
also RB RB O
by IN IN O
an DT DT O
additional JJ JJ O
district NN NN O
judge NN NN O
or CC CC O
by IN IN O
any DT DT O
judge NN NN O
of IN IN O
the DT DT O
principal JJ JJ O
Court NNP NNP O
of IN IN O
Civil NNP NNP O
jurisdiction NN NN O
. . . O
( ( ( O
12 CD CD O
) ) ) O
For IN IN O
the DT DT O
removal NN NN O
of IN IN O
doubts NNS NNS O
it PRP PRP O
is VBZ VBZ O
hereby NN NN O
declared VBN VBN O
that IN IN O
any DT DT O
Court NNP NNP O
competent NN NN O
to TO TO O
grant VB VB O
an DT DT O
ad NN NN O
interim JJ JJ O
injunction NN NN O
under IN IN O
this DT DT O
section NN NN O
shall MD MD O
also RB RB O
have VB VB O
the DT DT O
power NN NN O
to TO TO O
appoint VB VB O
a DT DT O
Receiver NNP NNP O
and CC CC O
to TO TO O
exercise VB VB O
all DT DT O
the DT DT O
other JJ JJ O
powers NNS NNS O
incidental JJ JJ O
thereto NN NN O
. . . O
' POS POS O
By IN IN O
Act NNP NNP I-LC
43 CD CD I-LC
of IN IN I-LC
1985 CD CD I-LC

Court NNP NNP O
of IN IN O
Civil NNP NNP O
jurisdiction NN NN O
. . . O
( ( ( O
12 CD CD O
) ) ) O
For IN IN O
the DT DT O
removal NN NN O
of IN IN O
doubts NNS NNS O
it PRP PRP O
is VBZ VBZ O
hereby NN NN O
declared VBN VBN O
that IN IN O
any DT DT O
Court NNP NNP O
competent NN NN O
to TO TO O
grant VB VB O
an DT DT O
ad NN NN O
interim JJ JJ O
injunction NN NN O
under IN IN O
this DT DT O
section NN NN O
shall MD MD O
also RB RB O
have VB VB O
the DT DT O
power NN NN O
to TO TO O
appoint VB VB O
a DT DT O
Receiver NNP NNP O
and CC CC O
to TO TO O
exercise VB VB O
all DT DT O
the DT DT O
other JJ JJ O
powers NNS NNS O
incidental JJ JJ O
thereto NN NN O
. . . O
' POS POS O
By IN IN O
Act NNP NNP I-LC
43 CD CD I-LC
of IN IN I-LC
1985 CD CD I-LC
the DT DT O
following VBG VBG O
amendments NNS NNS O
have VBP VBP O
been VBN VBN O
introduced VBN VBN O
in IN IN O
Section NN NN I-LC
32 CD CD I-LC
of IN IN I-LC
the DT DT I-LC
Act NNP NNP I-LC
: : : O
1 CD CD O
) ) ) O
Sub-section NNP NNP O
( ( ( O
1A CD CD O
) ) ) O
which WDT WDT O
reads VBZ VBZ O
as IN IN O
under IN IN O
was VBD VBD O
inserted VBN VBN O
: : : O
'( CC CC O
1A CD CD O
) ) ) O
When WRB WRB O
the DT DT O
application NN NN O
is VBZ VBZ O
for IN IN O
the DT DT O
relief NN NN O
mentioned VBN VBN O
in IN IN O
Clause NN NN O
( ( ( O
aa NN NN O
) ) ) O
of IN IN O
subsection NN NN O
( ( ( O
1 CD CD O
) ) ) O
of IN IN O
Section NN NN I-LC
31 CD CD I-LC
the DT DT O
district NN NN O
judge NN NN O
shall MD MD O
issue VB VB O
a DT DT O
notice NN NN O
calling VBG VBG O
upon IN IN O

the DT DT O
following VBG VBG O
amendments NNS NNS O
have VBP VBP O
been VBN VBN O
introduced VBN VBN O
in IN IN O
Section NN NN I-LC
32 CD CD I-LC
of IN IN I-LC
the DT DT I-LC
Act NNP NNP I-LC
: : : O
1 CD CD O
) ) ) O
Sub-section NNP NNP O
( ( ( O
1A CD CD O
) ) ) O
which WDT WDT O
reads VBZ VBZ O
as IN IN O
under IN IN O
was VBD VBD O
inserted VBN VBN O
: : : O
'( CC CC O
1A CD CD O
) ) ) O
When WRB WRB O
the DT DT O
application NN NN O
is VBZ VBZ O
for IN IN O
the DT DT O
relief NN NN O
mentioned VBN VBN O
in IN IN O
Clause NN NN O
( ( ( O
aa NN NN O
) ) ) O
of IN IN O
subsection NN NN O
( ( ( O
1 CD CD O
) ) ) O
of IN IN O
Section NN NN I-LC
31 CD CD I-LC
the DT DT O
district NN NN O
judge NN NN O
shall MD MD O
issue VB VB O
a DT DT O
notice NN NN O
calling VBG VBG O
upon IN IN O
the DT DT O
surety NN NN O
to TO TO O
show VB VB O
cause NN NN O
on IN IN O
a DT DT O
date NN NN O
to TO TO O
be VB VB O
specified VBN VBN O
in IN IN O
the DT DT O
notice NN NN O
why WRB WRB O
his PRP$ PRP$ O
liability NN NN O
should MD MD O
not RB RB O
be VB VB O
enforced VBN VBN O
. . . O
' POS POS O
2 CD CD O
) ) ) O
In IN IN O
sub-section NN NN O
( ( ( O
3 CD CD O
) ) ) O
the DT DT O
words NNS NNS O
' POS POS O
or CC CC O
issuing VBG VBG O
a DT DT O
notice NN NN O
under IN IN O
sub-section NN NN O
( ( ( O
1A CD CD O
)' NNP NNP O
were VBD VBD O
inserted VBN VBN O
after IN IN O
the DT DT O
words NNS NNS O
' POS POS O
or CC CC O
sub-section JJ JJ O
( ( ( O
2 CD CD O
)'. NN NN O
3 CD CD O
) ) ) O
Sub-section NNP NNP O
( ( ( O
4 CD CD O
) ) ) O
was VBD VBD O
substituted VBN VBN O
by IN IN O
sub-sections JJ JJ O
( ( ( O
4 CD CD O
) ) ) O

the DT DT O
surety NN NN O
to TO TO O
show VB VB O
cause NN NN O
on IN IN O
a DT DT O
date NN NN O
to TO TO O
be VB VB O
specified VBN VBN O
in IN IN O
the DT DT O
notice NN NN O
why WRB WRB O
his PRP$ PRP$ O
liability NN NN O
should MD MD O
not RB RB O
be VB VB O
enforced VBN VBN O
. . . O
' POS POS O
2 CD CD O
) ) ) O
In IN IN O
sub-section NN NN O
( ( ( O
3 CD CD O
) ) ) O
the DT DT O
words NNS NNS O
' POS POS O
or CC CC O
issuing VBG VBG O
a DT DT O
notice NN NN O
under IN IN O
sub-section NN NN O
( ( ( O
1A CD CD O
)' NNP NNP O
were VBD VBD O
inserted VBN VBN O
after IN IN O
the DT DT O
words NNS NNS O
' POS POS O
or CC CC O
sub-section JJ JJ O
( ( ( O
2 CD CD O
)'. NN NN O
3 CD CD O
) ) ) O
Sub-section NNP NNP O
( ( ( O
4 CD CD O
) ) ) O
was VBD VBD O
substituted VBN VBN O
by IN IN O
sub-sections JJ JJ O
( ( ( O
4 CD CD O
) ) ) O
and CC CC O
( ( ( O
4A CD CD O
) ) ) O
which WDT WDT O
read VBP VBP O
as IN IN O
under IN IN O
: : : O
'( POS POS O
4 CD CD O
) ) ) O
At IN IN O
the DT DT O
same JJ JJ O
time NN NN O
as IN IN O
he PRP PRP O
passes VBZ VBZ O
an DT DT O
order NN NN O
under IN IN O
sub-section NN NN O
( ( ( O
1 CD CD O
) ) ) O
the DT DT O
district NN NN O
judge NN NN O
shall MD MD O
issue VB VB O
to TO TO O
the DT DT O
industrial JJ JJ O
concern NN NN O
or CC CC O
to TO TO O
the DT DT O
owner NN NN O
of IN IN O
the DT DT O
security NN NN O
attached VBD VBD O
a DT DT O
notice NN NN O
accompanied VBN VBN O
by IN IN O
copies NNS NNS O
of IN IN O
the DT DT O
order NN NN O
the DT DT O
application NN NN O
and CC CC O
the DT DT O
evidence NN NN O

and CC CC O
( ( ( O
4A CD CD O
) ) ) O
which WDT WDT O
read VBP VBP O
as IN IN O
under IN IN O
: : : O
'( POS POS O
4 CD CD O
) ) ) O
At IN IN O
the DT DT O
same JJ JJ O
time NN NN O
as IN IN O
he PRP PRP O
passes VBZ VBZ O
an DT DT O
order NN NN O
under IN IN O
sub-section NN NN O
( ( ( O
1 CD CD O
) ) ) O
the DT DT O
district NN NN O
judge NN NN O
shall MD MD O
issue VB VB O
to TO TO O
the DT DT O
industrial JJ JJ O
concern NN NN O
or CC CC O
to TO TO O
the DT DT O
owner NN NN O
of IN IN O
the DT DT O
security NN NN O
attached VBD VBD O
a DT DT O
notice NN NN O
accompanied VBN VBN O
by IN IN O
copies NNS NNS O
of IN IN O
the DT DT O
order NN NN O
the DT DT O
application NN NN O
and CC CC O
the DT DT O
evidence NN NN O
if IN IN O
any DT DT O
recorded VBN VBN O
by IN IN O
him PRP PRP O
calling VBG VBG O
upon IN IN O
it PRP PRP O
or CC CC O
him PRP PRP O
to TO TO O
show VB VB O
cause NN NN O
on IN IN O
a DT DT O
date NN NN O
to TO TO O
be VB VB O
specified VBN VBN O
in IN IN O
the DT DT O
notice NN NN O
why WRB WRB O
the DT DT O
ad NN NN O
interim JJ JJ O
order NN NN O
of IN IN O
attachment NN NN O
should MD MD O
not RB RB O
be VB VB O
made VBN VBN O
absolute JJ JJ O
or CC CC O
the DT DT O
injunction NN NN O
confirmed VBD VBD O
. . . O
( ( ( O
4A CD CD O
) ) ) O
If IN IN O
no DT DT O
cause NN NN O
is VBZ VBZ O
shown VBN VBN O
on IN IN O
or CC CC O
before IN IN O
the DT DT O
date NN NN O
specified VBN VBN O

if IN IN O
any DT DT O
recorded VBN VBN O
by IN IN O
him PRP PRP O
calling VBG VBG O
upon IN IN O
it PRP PRP O
or CC CC O
him PRP PRP O
to TO TO O
show VB VB O
cause NN NN O
on IN IN O
a DT DT O
date NN NN O
to TO TO O
be VB VB O
specified VBN VBN O
in IN IN O
the DT DT O
notice NN NN O
why WRB WRB O
the DT DT O
ad NN NN O
interim JJ JJ O
order NN NN O
of IN IN O
attachment NN NN O
should MD MD O
not RB RB O
be VB VB O
made VBN VBN O
absolute JJ JJ O
or CC CC O
the DT DT O
injunction NN NN O
confirmed VBD VBD O
. . . O
( ( ( O
4A CD CD O
) ) ) O
If IN IN O
no DT DT O
cause NN NN O
is VBZ VBZ O
shown VBN VBN O
on IN IN O
or CC CC O
before IN IN O
the DT DT O
date NN NN O
specified VBD VBD O
in IN IN O
the DT DT O
notice NN NN O
under IN IN O
sub-section NN NN O
( ( ( O
1A CD CD O
) ) ) O
the DT DT O
district NN NN O
Judge NNP NNP O
shall MD MD O
forthwith NN NN O
order NN NN O
the DT DT O
enforcement NN NN O
of IN IN O
the DT DT O
liability NN NN O
of IN IN O
the DT DT O
surety NN NN O
. . . O
' POS POS O
4 CD CD O
) ) ) O
In IN IN O
sub-section NN NN O
( ( ( O
7 CD CD O
) ) ) O
clause NN NN O
( ( ( O
da NN NN O
) ) ) O
was VBD VBD O
inserted VBN VBN O
which WDT WDT O
provides VBZ VBZ O
as IN IN O
under IN IN O
: : : O
' POS POS O
( ( ( O
da NN NN O
) ) ) O
direct JJ JJ O
the DT DT O
enforcement NN NN O
of IN IN O
the DT DT O
liability NN NN O
of IN IN O
the DT DT O
surety NN NN O
or CC CC O
reject VB VB O
the DT DT O
claim NN NN O
made VBN VBN O
in IN IN O
this DT DT O

in IN IN O
the DT DT O
notice NN NN O
under IN IN O
sub-section NN NN O
( ( ( O
1A CD CD O
) ) ) O
the DT DT O
district NN NN O
Judge NNP NNP O
shall MD MD O
forthwith NN NN O
order NN NN O
the DT DT O
enforcement NN NN O
of IN IN O
the DT DT O
liability NN NN O
of IN IN O
the DT DT O
surety NN NN O
. . . O
' POS POS O
4 CD CD O
) ) ) O
In IN IN O
sub-section NN NN O
( ( ( O
7 CD CD O
) ) ) O
clause NN NN O
( ( ( O
da NN NN O
) ) ) O
was VBD VBD O
inserted VBN VBN O
which WDT WDT O
provides VBZ VBZ O
as IN IN O
under IN IN O
: : : O
' POS POS O
( ( ( O
da NN NN O
) ) ) O
direct JJ JJ O
the DT DT O
enforcement NN NN O
of IN IN O
the DT DT O
liability NN NN O
of IN IN O
the DT DT O
surety NN NN O
or CC CC O
reject VB VB O
the DT DT O
claim NN NN O
made VBN VBN O
in IN IN O
this DT DT O
behalf NN NN O
; : : O
or CC CC O
' POS POS O
5 CD CD O
) ) ) O
In IN IN O
the DT DT O
first JJ JJ O
proviso NN NN O
to TO TO O
sub-section NN NN O
( ( ( O
7 CD CD O
) ) ) O
the DT DT O
' POS POS O
words NNS NNS O
' POS POS O
or CC CC O
making VBG VBG O
an DT DT O
order NN NN O
rejecting VBG VBG O
the DT DT O
claim NN NN O
to TO TO O
enforce VB VB O
the DT DT O
liability NN NN O
of IN IN O
the DT DT O
surety NN NN O
under IN IN O
Clause NN NN O
( ( ( O
da NN NN O
) ) ) O
or CC CC O
making VBG VBG O
an DT DT O
order NN NN O
rejecting VBG VBG O
the DT DT O
claim NN NN O
to TO TO O
transfer VB VB O
the DT DT O
management NN NN O
of IN IN O
the DT DT O
industrial JJ JJ O
concern NN NN O
to TO TO O
the DT DT O
Financial NNP NNP O
Corporation NNP NNP O
under IN IN O
Clause NN NN O

behalf NN NN O
; : : O
or CC CC O
' POS POS O
5 CD CD O
) ) ) O
In IN IN O
the DT DT O
first JJ JJ O
proviso NN NN O
to TO TO O
sub-section NN NN O
( ( ( O
7 CD CD O
) ) ) O
the DT DT O
' POS POS O
words NNS NNS O
' POS POS O
or CC CC O
making VBG VBG O
an DT DT O
order NN NN O
rejecting VBG VBG O
the DT DT O
claim NN NN O
to TO TO O
enforce VB VB O
the DT DT O
liability NN NN O
of IN IN O
the DT DT O
surety NN NN O
under IN IN O
Clause NN NN O
( ( ( O
da NN NN O
) ) ) O
or CC CC O
making VBG VBG O
an DT DT O
order NN NN O
rejecting VBG VBG O
the DT DT O
claim NN NN O
to TO TO O
transfer VB VB O
the DT DT O
management NN NN O
of IN IN O
the DT DT O
industrial JJ JJ O
concern NN NN O
to TO TO O
the DT DT O
Financial NNP NNP O
Corporation NNP NNP O
under IN IN O
Clause NN NN O
( ( ( O
e SYM SYM O
)' NN NN O
were VBD VBD O
inserted VBN VBN O
after IN IN O
the DT DT O
words NNS NNS O
' POS POS O
order NN NN O
under IN IN O
Clause NN NN O
( ( ( O
c SYM SYM O
)'. NN NN O
6 CD CD O
) ) ) O
In IN IN O
the DT DT O
second JJ JJ O
proviso NN NN O
to TO TO O
sub-section NN NN O
( ( ( O
7 CD CD O
) ) ) O
the DT DT O
following JJ JJ O
words NNS NNS O
were VBD VBD O
inserted VBN VBN O
after IN IN O
words NNS NNS O
' POS POS O
any DT DT O
property NN NN O
from IN IN O
attachment NN NN O
': CC CC O
' POS POS O
or CC CC O
rejecting VBG VBG O
the DT DT O
claim NN NN O
to TO TO O
enforce VB VB O
the DT DT O
liability NN NN O
of IN IN O
the DT DT O
surety NN NN O
or CC CC O
rejecting VBG VBG O
the DT DT O
claim NN NN O
to TO TO O
transfer VB VB O
the DT DT O
industrial JJ JJ O
concern NN NN O
to TO TO O

( ( ( O
e SYM SYM O
)' NN NN O
were VBD VBD O
inserted VBN VBN O
after IN IN O
the DT DT O
words NNS NNS O
' POS POS O
order NN NN O
under IN IN O
Clause NN NN O
( ( ( O
c SYM SYM O
)'. NN NN O
6 CD CD O
) ) ) O
In IN IN O
the DT DT O
second JJ JJ O
proviso NN NN O
to TO TO O
sub-section NN NN O
( ( ( O
7 CD CD O
) ) ) O
the DT DT O
following JJ JJ O
words NNS NNS O
were VBD VBD O
inserted VBN VBN O
after IN IN O
words NNS NNS O
' POS POS O
any DT DT O
property NN NN O
from IN IN O
attachment NN NN O
': CC CC O
' POS POS O
or CC CC O
rejecting VBG VBG O
the DT DT O
claim NN NN O
to TO TO O
enforce VB VB O
the DT DT O
liability NN NN O
of IN IN O
the DT DT O
surety NN NN O
or CC CC O
rejecting VBG VBG O
the DT DT O
claim NN NN O
to TO TO O
transfer VB VB O
the DT DT O
industrial JJ JJ O
concern NN NN O
to TO TO O
the DT DT O
Financial NNP NNP O
Corporation NNP NNP O
'. POS POS O
7 CD CD O
) ) ) O
In IN IN O
sub-section NN NN O
( ( ( O
9 CD CD O
) ) ) O
for IN IN O
the DT DT O
words NNS NNS O
' POS POS O
sub-section NN NN O
( ( ( O
5 CD CD O
)' CC CC O
the DT DT O
words NNS NNS O
' POS POS O
under IN IN O
subsection NN NN O
( ( ( O
4A CD CD O
) ) ) O
sub-section NN NN O
( ( ( O
5 CD CD O
)' NN NN O
were VBD VBD O
sub-stituted JJ JJ O
. . . O
In IN IN O
order NN NN O
to TO TO O
find VB VB O
an DT DT O
answer NN NN O
to TO TO O
the DT DT O
second JJ JJ O
question NN NN O
it PRP PRP O
is VBZ VBZ O
necessary JJ JJ O
to TO TO O
construe VB VB O
the DT DT O
words NNS NNS O
' POS POS O
for IN IN O
enforcing VBG VBG O
the DT DT O
liability NN NN O
of IN IN O
any DT DT O
surety NN NN O
' '' '' O
which WDT WDT O
were VBD VBD O
introduced VBN VBN O
by IN IN O
way NN NN O

the DT DT O
Financial NNP NNP O
Corporation NNP NNP O
'. POS POS O
7 CD CD O
) ) ) O
In IN IN O
sub-section NN NN O
( ( ( O
9 CD CD O
) ) ) O
for IN IN O
the DT DT O
words NNS NNS O
' POS POS O
sub-section NN NN O
( ( ( O
5 CD CD O
)' CC CC O
the DT DT O
words NNS NNS O
' POS POS O
under IN IN O
subsection NN NN O
( ( ( O
4A CD CD O
) ) ) O
sub-section NN NN O
( ( ( O
5 CD CD O
)' NN NN O
were VBD VBD O
sub-stituted JJ JJ O
. . . O
In IN IN O
order NN NN O
to TO TO O
find VB VB O
an DT DT O
answer NN NN O
to TO TO O
the DT DT O
second JJ JJ O
question NN NN O
it PRP PRP O
is VBZ VBZ O
necessary JJ JJ O
to TO TO O
construe VB VB O
the DT DT O
words NNS NNS O
' POS POS O
for IN IN O
enforcing VBG VBG O
the DT DT O
liability NN NN O
of IN IN O
any DT DT O
surety NN NN O
' '' '' O
which WDT WDT O
were VBD VBD O
introduced VBN VBN O
by IN IN O
way NN NN O
of IN IN O
Clause NN NN O
( ( ( O
aa NN NN O
) ) ) O
in IN IN O
sub-section NN NN O
( ( ( O
1 CD CD O
) ) ) O
of IN IN O
Section NN NN I-LC
31 CD CD I-LC
by IN IN I-LC
the DT DT I-LC
Act NNP NNP I-LC
43 CD CD I-LC
of IN IN I-LC
1985 CD CD I-LC
and CC CC O
also RB RB O
find VB VB O
mention NN NN O
in IN IN O
subsections NNS NNS O
( ( ( O
1A CD CD O
) ) ) O
( ( ( O
4A CD CD O
) ) ) O
and CC CC O
( ( ( O
7 CD CD O
) ) ) O
of IN IN O
Section NN NN I-LC
32 CD CD I-LC
. . . I-LC
The DT DT O
learned JJ JJ O
counsel NN NN O
for IN IN O
the DT DT O
appellant NN NN O
has VBZ VBZ O
urged VBN VBN O
that IN IN O
the DT DT O
said VBN VBN O
words NNS NNS O
are VBP VBP O
wide JJ JJ O
in IN IN O
their PRP$ PRP$ O
amplitude NN NN O
and CC CC O
would MD MD O
cover VB VB O
a DT DT O
case NN NN O

of IN IN O
Clause NN NN O
( ( ( O
aa NN NN O
) ) ) O
in IN IN O
sub-section NN NN O
( ( ( O
1 CD CD O
) ) ) O
of IN IN O
Section NN NN I-LC
31 CD CD I-LC
by IN IN I-LC
the DT DT I-LC
Act NNP NNP I-LC
43 CD CD I-LC
of IN IN I-LC
1985 CD CD I-LC
and CC CC O
also RB RB O
find VB VB O
mention NN NN O
in IN IN O
subsections NNS NNS O
( ( ( O
1A CD CD O
) ) ) O
( ( ( O
4A CD CD O
) ) ) O
and CC CC O
( ( ( O
7 CD CD O
) ) ) O
of IN IN O
Section NN NN I-LC
32 CD CD I-LC
. . . O
The DT DT O
learned JJ JJ O
counsel NN NN O
for IN IN O
the DT DT O
appellant NN NN O
has VBZ VBZ O
urged VBN VBN O
that IN IN O
the DT DT O
said VBN VBN O
words NNS NNS O
are VBP VBP O
wide JJ JJ O
in IN IN O
their PRP$ PRP$ O
amplitude NN NN O
and CC CC O
would MD MD O
cover VB VB O
a DT DT O
case NN NN O
where WRB WRB O
the DT DT O
surety NN NN O
has VBZ VBZ O
given VBN VBN O
a DT DT O
personal JJ JJ O
guarantee NN NN O
only RB RB O
and CC CC O
his PRP$ PRP$ O
liability NN NN O
is VBZ VBZ O
purely RB RB O
monetary JJ JJ O
. . . O
The DT DT O
learned JJ JJ O
counsel NN NN O
for IN IN O
the DT DT O
sureties NNS NNS O
viz NN NN O
. . . O
, , , O
respondents NNS NNS O
Nos NNP NNP O
. . . O
2 CD CD O
3 CD CD O
and CC CC O
4 CD CD O
has VBZ VBZ O
on IN IN O
the DT DT O
other JJ JJ O
hand NN NN O
submitted VBD VBD O
that IN IN O
the DT DT O
said VBD VBD O
words NNS NNS O
must MD MD O
be VB VB O
construed VBN VBN O
in IN IN O
a DT DT O
more RBR RBR O
limited JJ JJ O
sense NN NN O
to TO TO O
cover VB VB O
only RB RB O
those DT DT O

where WRB WRB O
the DT DT O
surety NN NN O
has VBZ VBZ O
given VBN VBN O
a DT DT O
personal JJ JJ O
guarantee NN NN O
only RB RB O
